Référence;Description;Fournisseur;Unité;Prix d'achat;Marge;Photo;Catégories;Compte Général;Stock (Y/N);Emplacement;EAN;Quantité Min;Quantité Max;Identifiant_Fourniture;Identifiant_Emplacement
AR00001136;COUDE ROND GR D100 ZN 60°;Façozinc;Pièce(s);4,43;0,00;;;;;;;;
AR00001137;COUDE ROND GR D100 ZN 72°;Façozinc;Pièce(s);4,43;0,00;;;;;;;;
AR00001138;COUDE ROND GR D100 ZN 85°;Façozinc;Pièce(s);5,18;0,00;;;;;;;;
AR00001139;COUDE ROND GR D120 ZN 72°;Façozinc;Pièce(s);14,07;0,00;;;;;;;;
AR00001145;COUDE ROND GR S D80 ZN;Façozinc;Pièce(s);13,27;0,00;;;;;;;;
AR00001149;COUDE ROND D80 ATZ;Façozinc;Pièce(s);3,72;0,00;;;;;;;;
AR00001151;COUDE ROND D80 QZ;Façozinc;Pièce(s);3,69;0,00;;;;;;;;
AR00001153;COUDE ROND S D80 QZ;Façozinc;Pièce(s);14,31;0,00;;;;;;;;
AR00001154;COUDE ROND S D80 ATZ;Façozinc;Pièce(s);20,64;0,00;;;;;;;;
AR00001155;COUDE ROND S D100 QZ;Façozinc;Pièce(s);16,65;0,00;;;;;;;;
AR00001156;COUDE ROND S D100 ATZ;Façozinc;Pièce(s);19,14;0,00;;;;;;;;
AR00001161;COUDE ROND S D80 CU;Façozinc;Pièce(s);23,23;0,00;;;;;;;;
AR00001163;COUDE ROND GR D80 ATZ 72°;Façozinc;Pièce(s);6,90;0,00;;;;;;;;
